LAMMPS data file via write_data, version 14 May 2016, timestep = 9

1000 atoms
2 atom types

4.4753301325813122e-02 2.1040246698674189e+01 xlo xhi
4.4753301325813122e-02 2.1040246698674189e+01 ylo yhi
4.4753301325813122e-02 2.1040246698674189e+01 zlo zhi
1.2856031892791038e-15 1.2856031892791038e-15 1.2856031892791036e-15 xy xz yz

Masses

1 24.305
2 15.9994

PairIJ Coeffs # buck/coul/long

1 1 1.30936e+06 0.104 0 10
1 2 9892.36 0.20199 0 10
2 2 2145.73 0.3 30.2222 10

Bond Coeffs # harmonic


Angle Coeffs # harmonic


Dihedral Coeffs # charmm


Improper Coeffs # cvff


Atoms # full

1 1 1 1.3999999999999999e+00 4.4753301325813122e-02 4.4753301325813122e-02 4.4753301325813122e-02 0 0 0
2 1 1 1.3999999999999999e+00 4.4753301325813379e-02 4.4753301325813379e-02 4.2438519807951742e+00 0 0 0
3 1 1 1.3999999999999999e+00 4.4753301325813635e-02 4.4753301325813635e-02 8.4429506602656410e+00 0 0 0
4 1 1 1.3999999999999999e+00 4.4753301325813892e-02 4.4753301325813892e-02 1.2642049339734358e+01 0 0 0
5 1 1 1.3999999999999999e+00 4.4753301325814149e-02 4.4753301325814149e-02 1.6841148019204830e+01 0 0 0
6 1 1 1.3999999999999999e+00 4.4753301325813379e-02 4.2438519807951742e+00 4.4753301325813122e-02 0 0 0
7 1 1 1.3999999999999999e+00 4.4753301325813635e-02 4.2438519807951751e+00 4.2438519807951751e+00 0 0 0
8 1 1 1.3999999999999999e+00 4.4753301325813892e-02 4.2438519807951769e+00 8.4429506602656410e+00 0 0 0
9 1 1 1.3999999999999999e+00 4.4753301325814149e-02 4.2438519807951769e+00 1.2642049339734358e+01 0 0 0
10 1 1 1.3999999999999999e+00 2.1040246698674185e+01 4.2438519807951733e+00 1.6841148019204830e+01 -1 0 0
11 1 1 1.3999999999999999e+00 4.4753301325813635e-02 8.4429506602656410e+00 4.4753301325813122e-02 0 0 0
12 1 1 1.3999999999999999e+00 4.4753301325813892e-02 8.4429506602656410e+00 4.2438519807951751e+00 0 0 0
13 1 1 1.3999999999999999e+00 4.4753301325814149e-02 8.4429506602656410e+00 8.4429506602656410e+00 0 0 0
14 1 1 1.3999999999999999e+00 2.1040246698674185e+01 8.4429506602656197e+00 1.2642049339734358e+01 -1 0 0
15 1 1 1.3999999999999999e+00 2.1040246698674185e+01 8.4429506602656463e+00 1.6841148019204830e+01 -1 0 0
16 1 1 1.3999999999999999e+00 4.4753301325813892e-02 1.2642049339734358e+01 4.4753301325813122e-02 0 0 0
17 1 1 1.3999999999999999e+00 4.4753301325814149e-02 1.2642049339734358e+01 4.2438519807951751e+00 0 0 0
18 1 1 1.3999999999999999e+00 2.1040246698674185e+01 1.2642049339734358e+01 8.4429506602656410e+00 -1 0 0
19 1 1 1.3999999999999999e+00 2.1040246698674185e+01 1.2642049339734358e+01 1.2642049339734358e+01 -1 0 0
20 1 1 1.3999999999999999e+00 2.1040246698674185e+01 1.2642049339734386e+01 1.6841148019204830e+01 -1 0 0
21 1 1 1.3999999999999999e+00 4.4753301325814149e-02 1.6841148019204830e+01 4.4753301325813122e-02 0 0 0
22 1 1 1.3999999999999999e+00 2.1040246698674185e+01 1.6841148019204830e+01 4.2438519807951751e+00 -1 0 0
23 1 1 1.3999999999999999e+00 2.1040246698674185e+01 1.6841148019204830e+01 8.4429506602656410e+00 -1 0 0
24 1 1 1.3999999999999999e+00 2.1040246698674185e+01 1.6841148019204830e+01 1.2642049339734358e+01 -1 0 0
25 1 1 1.3999999999999999e+00 2.1040246698674185e+01 1.6841148019204830e+01 1.6841148019204830e+01 -1 0 0
26 1 1 1.3999999999999999e+00 4.2438519807951742e+00 4.4753301325813122e-02 4.4753301325813122e-02 0 0 0
27 1 1 1.3999999999999999e+00 4.2438519807951751e+00 4.4753301325813379e-02 4.2438519807951751e+00 0 0 0
28 1 1 1.3999999999999999e+00 4.2438519807951769e+00 4.4753301325813635e-02 8.4429506602656410e+00 0 0 0
